price_level,n_seats,mkting_source,season,location,setconcerts,multi_tickets,concert_name,settickets,who,what,ID
0.0,2,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRQE
2.0,2,unknown,2011,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuOtA
4.0,8,unknown,2010,san francisco,5.0,1,999,999.0,unknown,999,001i000000NuR3e
4.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRCW
4.0,12,unknown,2011,san francisco,6.0,1,999,999.0,unknown,999,001i000000NuRRh
4.0,2,philharmonia website,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRBv
4.0,2,unknown,2010,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuQxV
4.0,4,philharmonia website,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRDP
3.0,1,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuOYX
999.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRV6
1.0,2,philharmonia website,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000oks2C
3.0,3,other,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRFN
4.0,2,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRWq
4.0,1,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuO8J
1.0,3,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRF4
4.0,1,other,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000Lhydq
1.0,2,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRGv
4.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuQq5
2.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuPu5
4.0,2,unknown,2013,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRT0
3.0,2,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRSx
4.0,1,city box office newsletter,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks4S
3.0,2,unknown,2010,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRC4
4.0,1,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRVp
1.0,1,word of mouth,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2I
4.0,1,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuNzl
2.0,2,unknown,2010,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQJ2
4.0,1,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuREd
4.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRGV
4.0,1,unknown,2011,unknown,3.0,0,999,999.0,unknown,999,001i000000NuRSM
999.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000LhyW0
2.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRS2
2.0,3,unknown,2011,san francisco,6.0,1,999,999.0,unknown,999,001i000000NuRKs
4.0,1,web search,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks3G
4.0,1,unknown,2011,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuQjf
1.0,2,kdfc radio,2013,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000oks4h
4.0,2,other,2013,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000LhyVm
4.0,2,unknown,2011,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuOg3
4.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRQo
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000Li96a
4.0,1,postcard or brochure,2013,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000oks3U
4.0,2,unknown,2010,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuRKo
2.0,8,unknown,2011,berkeley saturday,2.0,1,999,999.0,unknown,999,001i000000NuRUr
1.0,4,other,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks1w
2.0,4,other,2013,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuOhT
4.0,2,web search,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000oks1h
4.0,1,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRC2
3.0,4,unknown,2011,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuPs9
3.0,1,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOQZ
1.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRLA
4.0,1,unknown,2010,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuQ7k
3.0,2,unknown,2010,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuPnl
4.0,2,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRQA
0.0,1,unknown,2010,family concert,999.0,0,999,999.0,unknown,999,001i000000NuQyP
2.0,4,unknown,2011,san francisco,7.0,1,999,999.0,unknown,999,001i000000LhyW5
3.0,1,unknown,2012,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000Li96W
1.0,2,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuS4x
1.0,3,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRFy
4.0,2,unknown,2012,family concert,5.0,0,999,999.0,unknown,999,001i000000NuQws
4.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuQdD
3.0,2,postcard or brochure,2013,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000oks2L
2.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRMF
1.0,2,unknown,2012,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuR7g
3.0,2,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRR1
4.0,8,unknown,2012,berkeley saturday,6.0,1,999,999.0,unknown,999,001i000000NuOg3
999.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRWZ
2.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRNo
4.0,1,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuPRv
1.0,1,word of mouth,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuRWB
2.0,2,philharmonia website,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks2T
2.0,2,postcard or brochure,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000oks1b
4.0,1,kdfc radio,2013,san francisco,5.0,0,999,999.0,unknown,999,001i000000ZvPmj
4.0,2,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuOrh
1.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuP5W
3.0,1,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuQZC
4.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuOQZ
2.0,2,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000q7wAf
4.0,3,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOdL
3.0,1,other,2013,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuPT0
2.0,2,unknown,2011,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuPCR
1.0,1,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRDI
1.0,1,word of mouth,2013,san francisco,2.0,0,999,999.0,unknown,999,001i000000LhyTj
3.0,2,word of mouth,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuO3N
4.0,3,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRR5
4.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000LhyQr
4.0,2,unknown,2010,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuP9z
4.0,2,philharmonia website,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuQsE
1.0,4,other,2013,berkeley saturday,1.0,1,999,999.0,unknown,999,001i000000NuOP2
999.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuQLQ
3.0,4,unknown,2010,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuP0c
2.0,1,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRPj
4.0,2,other print,2013,san francisco,3.0,0,999,999.0,unknown,999,001i000000oks1Z
3.0,4,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuQnl
4.0,1,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuOlF
3.0,3,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRFB
4.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRRr
4.0,2,philharmonia website,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOmP
3.0,2,philharmonia website,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2F
4.0,2,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRMX
1.0,2,unknown,2012,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRB0
999.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRTX
1.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuQbO
3.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuQnl
4.0,4,unknown,2010,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuQxF
4.0,2,philharmonia website,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRwc
1.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRPc
4.0,4,unknown,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuQUm
1.0,1,philharmonia website,2013,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuOfr
3.0,1,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuPtF
3.0,4,unknown,2010,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuOjU
1.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRWj
1.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuQ2m
3.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRDU
4.0,3,philharmonia website,2013,san francisco,3.0,1,999,999.0,unknown,999,001i000000oks4Y
1.0,1,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuOk1
4.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000LhycJ
4.0,1,unknown,2011,family concert,3.0,0,999,999.0,unknown,999,001i000000NuRIK
3.0,1,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000LhyYM
4.0,4,unknown,2010,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuNxm
1.0,1,unknown,2011,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuP5W
999.0,4,unknown,2012,peninsula,3.0,1,999,999.0,unknown,999,001i000000LhyYp
4.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRNw
3.0,1,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRDH
1.0,2,unknown,2010,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuQU9
999.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuR91
4.0,4,postcard or brochure,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRWb
3.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuREr
2.0,2,unknown,2010,peninsula,5.0,0,999,999.0,unknown,999,001i000000NuR3a
1.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRBB
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRQ5
2.0,2,unknown,2011,san francisco,5.0,0,999,999.0,unknown,999,001i000000Lhydv
2.0,1,word of mouth,2013,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000oks2n
4.0,1,philharmonia website,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuP3o
0.0,3,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000Lhydf
4.0,2,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuNm8
4.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRNU
2.0,5,other,2013,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuQWl
999.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQUH
3.0,1,unknown,2013,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000q7wB5
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRDg
3.0,2,unknown,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000oks55
3.0,2,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRF2
1.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuREG
4.0,8,unknown,2012,family concert,5.0,1,999,999.0,unknown,999,001i000000NuRFj
4.0,1,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRLx
4.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuR2D
4.0,2,unknown,2010,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuOx7
999.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRT7
4.0,2,unknown,2010,unknown,999.0,0,999,999.0,unknown,999,001i000000NuR29
4.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuQsE
4.0,4,unknown,2012,peninsula,1.0,1,999,999.0,unknown,999,001i000000NuRPY
3.0,3,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuP04
999.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRTj
3.0,2,postcard or brochure,2013,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000oks2F
4.0,1,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuRMU
4.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuREu
4.0,1,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRO9
999.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuQdb
2.0,2,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuRj0
2.0,1,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRKu
2.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuPab
3.0,1,unknown,2010,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuOZ4
1.0,1,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRPF
4.0,2,browsing city box office website,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks3K
4.0,1,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks4L
2.0,2,unknown,2010,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuR0V
999.0,2,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRTp
3.0,2,philharmonia website,2013,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000oks1L
999.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuR8x
999.0,2,unknown,2012,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuRUj
4.0,1,san francisco chronicle,2013,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000oks2v
2.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000LhyY6
1.0,1,unknown,2013,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000q7wBA
2.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuREb
4.0,3,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRIr
2.0,1,other,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000oks11
4.0,2,unknown,2011,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuRHX
4.0,3,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuOb3
1.0,2,unknown,2010,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuR2A
2.0,2,unknown,2011,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuPab
3.0,2,unknown,2011,family concert,3.0,0,999,999.0,unknown,999,001i000000NuQqi
999.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRUB
3.0,4,city box office newsletter,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRWp
4.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuQrR
2.0,2,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRAR
3.0,2,unknown,2011,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuRVQ
3.0,2,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuRIz
2.0,2,unknown,2012,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuPT0
1.0,3,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuQDN
999.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRTI
1.0,2,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuR7L
2.0,2,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRGb
4.0,1,unknown,2011,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000LhyXV
3.0,2,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuR2h
4.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRJx
1.0,2,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRBB
4.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuPw7
4.0,8,unknown,2012,family concert,5.0,1,999,999.0,unknown,999,001i000000NuRGO
2.0,1,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000LhyXM
2.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000LhyY6
1.0,2,unknown,2012,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuQRK
3.0,1,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuQCE
2.0,2,unknown,2011,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuRIO
3.0,2,philharmonia website,2013,san francisco,2.0,0,999,999.0,unknown,999,001i000000oks25
4.0,1,unknown,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuOk3
4.0,2,kdfc radio,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000oks4J
999.0,2,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRUr
4.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRJt
2.0,2,philharmonia website,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRRP
4.0,1,unknown,2011,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRJC
4.0,1,unknown,2010,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuQsx
1.0,2,san francisco chronicle,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2H
1.0,6,philharmonia website,2013,berkeley saturday,6.0,1,999,999.0,unknown,999,001i000000NuRBB
1.0,2,unknown,2010,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuQs3
3.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOWt
1.0,2,postcard or brochure,2013,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000oks1v
1.0,2,unknown,2012,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuRRn
4.0,4,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRFg
4.0,1,philharmonia website,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQnP
1.0,1,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuQQy
3.0,1,word of mouth,2013,peninsula,1.0,0,999,999.0,unknown,999,001i000000oks1C
3.0,2,other,2013,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRUV
2.0,2,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuO3a
2.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuOP0
2.0,2,unknown,2013,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuPEV
1.0,2,unknown,2010,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuQs3
2.0,3,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRS3
999.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRUE
3.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuNXj
3.0,1,postcard or brochure,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuPwW
4.0,2,unknown,2011,family concert,3.0,0,999,999.0,unknown,999,001i000000NuRMh
4.0,4,unknown,2012,family concert,5.0,1,999,999.0,unknown,999,001i000000NuQNI
3.0,1,unknown,2010,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuR3l
4.0,2,unknown,2010,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuR0K
4.0,1,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuPRv
2.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRVY
4.0,1,word of mouth,2013,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000oks3P
4.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRVM
3.0,2,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuNtH
3.0,2,unknown,2010,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuOeX
1.0,2,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuOtA
3.0,1,other,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks4U
2.0,2,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQmz
4.0,1,san francisco chronicle,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRNQ
3.0,2,word of mouth,2013,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRGw
1.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuROo
999.0,3,unknown,2012,san francisco,2.0,1,999,999.0,unknown,999,001i000000NuRTc
4.0,1,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRMH
4.0,2,unknown,2010,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuORe
2.0,2,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuR6y
1.0,2,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuQnJ
4.0,2,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks15
2.0,2,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000q7wAZ
2.0,1,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRMO
1.0,4,unknown,2010,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuR0I
4.0,3,kdfc radio,2013,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000oks2w
4.0,2,philharmonia website,2013,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuQMa
2.0,1,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuQQy
3.0,1,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRCa
3.0,6,browsing city box office website,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks2Q
4.0,2,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000LhyVr
3.0,2,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuR64
4.0,1,postcard or brochure,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRFl
1.0,2,san francisco chronicle,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000oks4W
2.0,2,other,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuOdN
3.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRBz
2.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRWb
3.0,2,word of mouth,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks35
4.0,1,other print,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks44
4.0,1,unknown,2011,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuQv0
2.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000LhybK
3.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuNmN
4.0,4,unknown,2011,berkeley sunday,5.0,1,999,999.0,unknown,999,001i000000NuRKc
1.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuQUD
1.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000LhyVL
3.0,1,unknown,2011,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuRWB
3.0,3,unknown,2010,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuPxZ
4.0,1,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRD6
3.0,1,postcard or brochure,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuNUu
2.0,8,unknown,2011,peninsula,2.0,1,999,999.0,unknown,999,001i000000NuRHN
2.0,2,other,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRMD
1.0,2,philharmonia website,2013,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000LhyaW
3.0,1,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRH3
4.0,1,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuQSw
4.0,3,unknown,2013,berkeley saturday,6.0,1,999,999.0,unknown,999,001i000000NuQ9f
3.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuROf
3.0,2,unknown,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000oks54
4.0,1,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRBL
2.0,2,unknown,2011,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuQLv
1.0,3,philharmonia website,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuP2W
4.0,1,unknown,2012,peninsula,2.0,0,999,999.0,unknown,999,001i000000LhyZs
